Latitude,Longitude,Mean Distance
-14.0,142.25,32.41284134121195
-14.0,142.5,33.04165984280862
-14.0,142.75,33.2386349254081
-14.0,143.0,33.1724555182702
-14.0,143.25,32.40025643860679
-14.0,143.5,32.118661414369114
-14.0,143.75,34.56526217227477
-14.0,144.0,35.56633579677676
-14.0,144.25,35.928929650872576
-14.0,144.5,35.93416551252165
-14.25,125.5,26.304291321864632
-14.25,125.75,26.572330843963876
-14.25,126.0,26.818886271766367
-14.25,126.25,27.95537049761806
-14.25,126.5,29.039750313975713
-14.25,126.75,30.544472611869253
-14.25,127.0,31.178473812412253
-14.25,127.25,30.024306968412894
-14.25,127.5,28.36918093417596
-14.25,127.75,27.61691644073362
-14.25,128.0,27.42288152716582
-14.25,129.25,28.91616126474806
-14.25,129.5,29.924272618102904
-14.25,129.75,32.94012288464311
-14.25,130.0,36.12453031265568
-14.25,130.25,37.01335809062917
-14.25,130.5,37.58728996708642
-14.25,130.75,37.26403282257128
-14.25,131.0,37.598887281056655
-14.25,131.25,37.282014925106935
-14.25,131.5,36.680352837961905
-14.25,131.75,36.22634622102709
-14.25,132.0,36.28396676520933
-14.25,132.25,36.14017594582543
-14.25,132.5,35.38699126464881
-14.25,132.75,34.470601953521346
-14.25,133.0,33.92771705225313
-14.25,133.25,30.807505358823118
-14.25,133.5,28.287533156222803
-14.25,133.75,28.623854733407786
-14.25,134.0,28.96125311789144
-14.25,134.25,29.209293163759572
-14.25,134.5,30.28203673511601
-14.25,134.75,29.317268426855573
-14.25,135.0,26.79695128028859
-14.25,135.25,27.02101170372528
-14.25,135.5,28.932572242447694
-14.25,135.75,30.109351661617264
-14.25,136.0,30.308554837343948
-14.25,141.25,31.745501958244656
-14.25,141.5,30.565811526769366
-14.25,141.75,30.593841197420023
-14.25,142.0,31.446223247386428
-14.25,142.25,32.167653923060705
-14.25,142.5,32.73011448543599
-14.25,142.75,33.22339500870111
-14.25,143.0,33.20974769420554
-14.25,143.25,32.595340738386
-14.25,143.5,31.96944261413722
-14.25,143.75,33.02788450067486
-14.25,144.0,34.15311503972068
-14.25,144.25,35.21583716495173
-14.25,144.5,35.900550351179525
-14.25,144.75,36.12050834659958
-14.5,125.25,25.792473989972653
-14.5,125.5,26.161983511148932
-14.5,125.75,27.014961432095287
-14.5,126.0,28.184402697664108
-14.5,126.25,29.82827577177011
-14.5,126.5,30.237523184361777
-14.5,126.75,30.794916173362704
-14.5,127.0,31.53182287241971
-14.5,127.25,30.55267479941756
-14.5,127.5,28.349061704644505
-14.5,127.75,27.88919191290414
-14.5,128.0,28.332691001975682
-14.5,128.25,27.786649353654898
-14.5,129.5,31.098200809985002
-14.5,129.75,34.41164017356334
-14.5,130.0,36.80392432663022
-14.5,130.25,37.031583860314576
-14.5,130.5,36.54719725672547
-14.5,130.75,36.25016140252526
-14.5,131.0,36.89644577660938
-14.5,131.25,36.780447589002556
-14.5,131.5,36.00716141242113
